"","Source","Region","Year","Month","CPUE","Count","Season"
"1333","SKT","Grizzly Bay",2021,2,0,0,"Spring"
"1334","SKT","Grizzly Bay",2021,3,0,0,"Spring"
"1335","SKT","Grizzly Bay",2021,4,0,0,"Spring"
"1336","SKT","Grizzly Bay",2022,2,0,0,"Spring"
"1337","SKT","Grizzly Bay",2022,3,0,0,"Spring"
"1338","SKT","Grizzly Bay",2022,4,0,0,"Spring"
"1339","SKT","Grizzly Bay",2022,5,0,0,"Spring"
"1340","SKT","Grizzly Bay",2023,1,0,0,"Spring"
"1341","SKT","Grizzly Bay",2023,2,0,0,"Spring"
"1342","SKT","Grizzly Bay",2023,3,0,0,"Spring"
"1343","SKT","Grizzly Bay",2023,4,0,0,"Spring"
"1344","SKT","Grizzly Bay",2023,5,0,0,"Spring"
"1345","SKT","River",2010,1,0.000640000017661707,14,"Spring"
"1346","SKT","River",2010,2,4.02051204846586e-05,1,"Spring"
"1347","SKT","River",2010,3,0.000566545574767559,11,"Spring"
"1348","SKT","River",2010,4,0.000309589848804533,12,"Spring"
"1349","SKT","River",2010,5,7.13853921514699e-05,2,"Spring"
"1350","SKT","River",2011,1,0.000774488960131159,23,"Spring"
"1351","SKT","River",2011,2,3.28513464767996e-05,1,"Spring"
"1352","SKT","River",2011,3,0.000212434620721411,5,"Spring"
"1353","SKT","River",2011,4,0,0,"Spring"
"1354","SKT","River",2011,5,3.07886580553569e-05,1,"Spring"
"1355","SKT","River",2012,1,0.000845532425642664,25,"Spring"
"1356","SKT","River",2012,2,0.000911324495838251,31,"Spring"
"1357","SKT","River",2012,3,0.000772808637375268,15,"Spring"
"1358","SKT","River",2012,4,0.000311055155399241,9,"Spring"
"1359","SKT","River",2012,5,0.000239461383806568,7,"Spring"
"1360","SKT","River",2013,1,0.000100152533061529,3,"Spring"
"1361","SKT","River",2013,2,0,0,"Spring"
"1362","SKT","River",2013,3,0.000851539926235425,17,"Spring"
"1363","SKT","River",2013,4,0.000278373773082474,11,"Spring"
"1364","SKT","River",2013,5,5.83494394433193e-05,2,"Spring"
"1365","SKT","River",2014,1,0.000622332949080449,18,"Spring"
"1366","SKT","River",2014,2,0.000140740280374504,4,"Spring"
"1367","SKT","River",2014,3,0.00021617091809529,6,"Spring"
"1368","SKT","River",2014,4,6.02311456685005e-05,2,"Spring"
"1369","SKT","River",2014,5,3.52325831297037e-05,1,"Spring"
"1370","SKT","River",2014,12,0.000370851990951065,24,"Fall"
"1371","SKT","River",2015,1,0.000277045161127499,4,"Spring"
"1372","SKT","River",2015,2,0.000905043299739378,33,"Spring"
"1373","SKT","River",2015,3,7.24242325672276e-05,3,"Spring"
"1374","SKT","River",2015,4,0,0,"Spring"
"1375","SKT","River",2015,5,0,0,"Spring"
"1376","SKT","River",2015,12,0,0,"Fall"
"1377","SKT","River",2016,1,0.000153429050182663,4,"Spring"
"1378","SKT","River",2016,2,0,0,"Spring"
"1379","SKT","River",2016,3,0,0,"Spring"
"1380","SKT","River",2016,4,0,0,"Spring"
"1381","SKT","River",2016,5,0,0,"Spring"
"1382","SKT","River",2016,12,0.00578858571883036,216,"Fall"
"1383","SKT","River",2017,1,3.02458113715758e-05,1,"Spring"
"1384","SKT","River",2017,2,0,0,"Spring"
"1385","SKT","River",2017,3,9.22673882021145e-05,2,"Spring"
"1386","SKT","River",2017,4,0,0,"Spring"
"1387","SKT","River",2017,5,0,0,"Spring"
"1388","SKT","River",2017,12,0.000172174309962977,5,"Fall"
"1389","SKT","River",2018,1,0.000363621773979843,9,"Spring"
"1390","SKT","River",2018,2,0,0,"Spring"
"1391","SKT","River",2018,3,0,0,"Spring"
"1392","SKT","River",2018,4,0,0,"Spring"
"1393","SKT","River",2018,5,0,0,"Spring"
"1394","SKT","River",2018,12,0.000154630417594118,4,"Fall"
"1395","SKT","River",2019,1,3.79363065862126e-05,1,"Spring"
"1396","SKT","River",2019,2,0,0,"Spring"
"1397","SKT","River",2019,3,0,0,"Spring"
"1398","SKT","River",2019,4,0,0,"Spring"
"1399","SKT","River",2019,5,0,0,"Spring"
"1400","SKT","River",2019,12,0,0,"Fall"
"1401","SKT","River",2020,1,3.31287796065093e-05,1,"Spring"
"1402","SKT","River",2020,2,4.28119877690846e-05,1,"Spring"
"1403","SKT","River",2020,3,0,0,"Spring"
"1404","SKT","River",2021,1,0,0,"Spring"
"1405","SKT","River",2021,2,0,0,"Spring"
"1406","SKT","River",2021,3,0,0,"Spring"
"1407","SKT","River",2021,4,0,0,"Spring"
"1408","SKT","River",2022,1,0,0,"Spring"
"1409","SKT","River",2022,2,0,0,"Spring"
"1410","SKT","River",2022,3,3.91339905803082e-05,1,"Spring"
"1411","SKT","River",2022,4,0,0,"Spring"
"1412","SKT","River",2022,5,0,0,"Spring"
"1413","SKT","River",2023,1,0,0,"Spring"
"1414","SKT","River",2023,2,4.05670864090901e-05,1,"Spring"
"1415","SKT","River",2023,3,0,0,"Spring"
"1416","SKT","River",2023,4,0,0,"Spring"
"1417","SKT","River",2023,5,0,0,"Spring"
"1418","SKT","Suisun Bay",2010,1,0,0,"Spring"
"1419","SKT","Suisun Bay",2010,2,6.12549217855269e-05,1,"Spring"
"1420","SKT","Suisun Bay",2010,3,7.27223721794969e-05,1,"Spring"
"1421","SKT","Suisun Bay",2010,4,4.06834024816393e-05,1,"Spring"
"1422","SKT","Suisun Bay",2010,5,0,0,"Spring"
"1423","SKT","Suisun Bay",2011,1,3.50995320190545e-05,1,"Spring"
"1424","SKT","Suisun Bay",2011,2,0.000171744098243377,3,"Spring"
"1425","SKT","Suisun Bay",2011,3,7.38212075250069e-05,2,"Spring"
"1426","SKT","Suisun Bay",2011,4,3.96847471498129e-05,1,"Spring"
"1427","SKT","Suisun Bay",2011,5,6.82223842128905e-05,2,"Spring"
"1428","SKT","Suisun Bay",2012,1,0.00476654287092315,70,"Spring"
"1429","SKT","Suisun Bay",2012,2,0.0044611650129882,101,"Spring"
"1430","SKT","Suisun Bay",2012,4,0.000180132539300701,4,"Spring"
"1431","SKT","Suisun Bay",2012,5,0.000523862141862397,11,"Spring"
"1432","SKT","Suisun Bay",2013,1,0.000126178011159175,3,"Spring"
"1433","SKT","Suisun Bay",2013,2,0,0,"Spring"
"1434","SKT","Suisun Bay",2013,3,0.000189065797286564,5,"Spring"
"1435","SKT","Suisun Bay",2013,4,0,0,"Spring"
"1436","SKT","Suisun Bay",2013,5,0,0,"Spring"
"1437","SKT","Suisun Bay",2014,1,0.000227188121953424,6,"Spring"
"1438","SKT","Suisun Bay",2014,2,0,0,"Spring"
"1439","SKT","Suisun Bay",2014,3,0,0,"Spring"
"1440","SKT","Suisun Bay",2014,4,4.11103816468033e-05,1,"Spring"
"1441","SKT","Suisun Bay",2014,5,0,0,"Spring"
"1442","SKT","Suisun Bay",2014,12,0.000148310179513103,4,"Fall"
"1443","SKT","Suisun Bay",2015,1,0,0,"Spring"
"1444","SKT","Suisun Bay",2015,2,0,0,"Spring"
"1445","SKT","Suisun Bay",2015,3,0,0,"Spring"
"1446","SKT","Suisun Bay",2015,4,0,0,"Spring"
"1447","SKT","Suisun Bay",2015,5,0,0,"Spring"
"1448","SKT","Suisun Bay",2015,12,0,0,"Fall"
"1449","SKT","Suisun Bay",2016,1,0,0,"Spring"
"1450","SKT","Suisun Bay",2016,2,0,0,"Spring"
"1451","SKT","Suisun Bay",2016,3,0,0,"Spring"
"1452","SKT","Suisun Bay",2016,4,0,0,"Spring"
"1453","SKT","Suisun Bay",2016,5,0,0,"Spring"
"1454","SKT","Suisun Bay",2016,12,5.31867714223417e-05,1,"Fall"
"1455","SKT","Suisun Bay",2017,1,0,0,"Spring"
"1456","SKT","Suisun Bay",2017,2,0,0,"Spring"
"1457","SKT","Suisun Bay",2017,3,0,0,"Spring"
"1458","SKT","Suisun Bay",2017,4,0,0,"Spring"
"1459","SKT","Suisun Bay",2017,5,0,0,"Spring"
"1460","SKT","Suisun Bay",2017,12,0,0,"Fall"
"1461","SKT","Suisun Bay",2018,1,0,0,"Spring"
"1462","SKT","Suisun Bay",2018,2,0,0,"Spring"
"1463","SKT","Suisun Bay",2018,3,0,0,"Spring"
"1464","SKT","Suisun Bay",2018,4,0,0,"Spring"
"1465","SKT","Suisun Bay",2018,5,0,0,"Spring"
"1466","SKT","Suisun Bay",2018,12,0,0,"Fall"
"1467","SKT","Suisun Bay",2019,1,0,0,"Spring"
"1468","SKT","Suisun Bay",2019,2,0,0,"Spring"
"1469","SKT","Suisun Bay",2019,3,0,0,"Spring"
"1470","SKT","Suisun Bay",2019,4,0,0,"Spring"
"1471","SKT","Suisun Bay",2019,5,0,0,"Spring"
"1472","SKT","Suisun Bay",2019,12,0,0,"Fall"
"1473","SKT","Suisun Bay",2020,1,0,0,"Spring"
"1474","SKT","Suisun Bay",2020,2,0,0,"Spring"
"1475","SKT","Suisun Bay",2020,3,0,0,"Spring"
"1476","SKT","Suisun Bay",2021,1,0,0,"Spring"
"1477","SKT","Suisun Bay",2021,2,0,0,"Spring"
"1478","SKT","Suisun Bay",2021,3,0,0,"Spring"
"1479","SKT","Suisun Bay",2021,4,0,0,"Spring"
"1480","SKT","Suisun Bay",2022,1,0,0,"Spring"
"1481","SKT","Suisun Bay",2022,2,0,0,"Spring"
"1482","SKT","Suisun Bay",2022,3,0,0,"Spring"
"1483","SKT","Suisun Bay",2022,4,0,0,"Spring"
"1484","SKT","Suisun Bay",2022,5,0,0,"Spring"
"1485","SKT","Suisun Bay",2023,1,0,0,"Spring"
"1486","SKT","Suisun Bay",2023,2,0,0,"Spring"
"1487","SKT","Suisun Bay",2023,3,0,0,"Spring"
"1488","SKT","Suisun Bay",2023,4,0,0,"Spring"
"1489","SKT","Suisun Bay",2023,5,0,0,"Spring"
"1490","SKT","Suisun Marsh",2010,1,0.003869748368307,62,"Spring"
"1491","SKT","Suisun Marsh",2010,2,0.00230158763100649,38,"Spring"
"1492","SKT","Suisun Marsh",2010,3,0.000105458867892867,2,"Spring"
"1493","SKT","Suisun Marsh",2010,4,0,0,"Spring"
"1494","SKT","Suisun Marsh",2010,5,0,0,"Spring"
"1495","SKT","Suisun Marsh",2011,1,0.000724679807824252,15,"Spring"
"1496","SKT","Suisun Marsh",2011,2,0.00305983792813579,71,"Spring"
"1497","SKT","Suisun Marsh",2011,3,0.00124750975582009,30,"Spring"
"1498","SKT","Suisun Marsh",2011,4,0.000222403234927278,6,"Spring"
"1499","SKT","Suisun Marsh",2011,5,0,0,"Spring"
"1500","SKT","Suisun Marsh",2012,1,0.00368343949928284,64,"Spring"
"1501","SKT","Suisun Marsh",2012,2,0.00299033403997582,61,"Spring"
"1502","SKT","Suisun Marsh",2012,4,0.00305909861826091,56,"Spring"
"1503","SKT","Suisun Marsh",2012,5,6.55010272293708e-05,1,"Spring"
"1504","SKT","Suisun Marsh",2013,1,0.00120783665052696,27,"Spring"
"1505","SKT","Suisun Marsh",2013,2,0.00283008456775617,46,"Spring"
"1506","SKT","Suisun Marsh",2013,3,0.000614613498428743,15,"Spring"
"1507","SKT","Suisun Marsh",2013,4,0.000117445046181311,3,"Spring"
"1508","SKT","Suisun Marsh",2013,5,0.000201071060702526,5,"Spring"
"1509","SKT","Suisun Marsh",2014,1,0.00564205872786011,92,"Spring"
"1510","SKT","Suisun Marsh",2014,2,0.00136300290250766,34,"Spring"
"1511","SKT","Suisun Marsh",2014,3,0.00127338182851251,21,"Spring"
"1512","SKT","Suisun Marsh",2014,4,9.17196807095476e-05,2,"Spring"
"1513","SKT","Suisun Marsh",2014,5,4.62534563378438e-05,1,"Spring"
"1514","SKT","Suisun Marsh",2014,12,0,0,"Fall"
"1515","SKT","Suisun Marsh",2015,1,0.000392008616432889,6,"Spring"
"1516","SKT","Suisun Marsh",2015,2,0.0012438965461394,19,"Spring"
"1517","SKT","Suisun Marsh",2015,3,4.56667066220897e-05,1,"Spring"
"1518","SKT","Suisun Marsh",2015,4,0,0,"Spring"
"1519","SKT","Suisun Marsh",2015,5,0,0,"Spring"
"1520","SKT","Suisun Marsh",2015,12,9.91443880959702e-05,2,"Fall"
"1521","SKT","Suisun Marsh",2016,1,6.73363456750253e-05,1,"Spring"
"1522","SKT","Suisun Marsh",2016,2,8.19668551473736e-05,2,"Spring"
"1523","SKT","Suisun Marsh",2016,3,4.66955385273978e-05,1,"Spring"
"1524","SKT","Suisun Marsh",2016,4,0,0,"Spring"
"1525","SKT","Suisun Marsh",2016,5,0.000191091792075604,3,"Spring"
"1526","SKT","Suisun Marsh",2016,12,0.000405924102454835,5,"Fall"
"1527","SKT","Suisun Marsh",2017,1,6.81256853078998e-05,1,"Spring"
"1528","SKT","Suisun Marsh",2017,2,0.000230319280039269,4,"Spring"
"1529","SKT","Suisun Marsh",2017,3,0,0,"Spring"
"1530","SKT","Suisun Marsh",2017,4,0,0,"Spring"
"1531","SKT","Suisun Marsh",2017,5,0,0,"Spring"
"1532","SKT","Suisun Marsh",2017,12,4.38687870461645e-05,1,"Fall"
"1533","SKT","Suisun Marsh",2018,1,5.67330086542914e-05,1,"Spring"
"1534","SKT","Suisun Marsh",2018,2,0.000199426900332236,4,"Spring"
"1535","SKT","Suisun Marsh",2018,3,0,0,"Spring"
"1536","SKT","Suisun Marsh",2018,4,0,0,"Spring"
"1537","SKT","Suisun Marsh",2018,5,0,0,"Spring"
"1538","SKT","Suisun Marsh",2018,12,5.15464605587657e-05,1,"Fall"
"1539","SKT","Suisun Marsh",2019,1,0,0,"Spring"
"1540","SKT","Suisun Marsh",2019,2,0,0,"Spring"
"1541","SKT","Suisun Marsh",2019,3,0,0,"Spring"
"1542","SKT","Suisun Marsh",2019,4,0,0,"Spring"
"1543","SKT","Suisun Marsh",2019,5,0,0,"Spring"
"1544","SKT","Suisun Marsh",2019,12,0,0,"Fall"
"1545","SKT","Suisun Marsh",2020,1,0,0,"Spring"
"1546","SKT","Suisun Marsh",2020,2,0,0,"Spring"
"1547","SKT","Suisun Marsh",2020,3,0,0,"Spring"
"1548","SKT","Suisun Marsh",2021,1,0,0,"Spring"
"1549","SKT","Suisun Marsh",2021,2,0,0,"Spring"
"1550","SKT","Suisun Marsh",2021,3,0,0,"Spring"
"1551","SKT","Suisun Marsh",2021,4,0,0,"Spring"
"1552","SKT","Suisun Marsh",2022,2,0.000298085647116073,5,"Spring"
"1553","SKT","Suisun Marsh",2022,3,0.000413565071491436,8,"Spring"
"1554","SKT","Suisun Marsh",2022,4,3.81097396124939e-05,1,"Spring"
"1555","SKT","Suisun Marsh",2022,5,0,0,"Spring"
"1556","SKT","Suisun Marsh",2023,1,0,0,"Spring"
"1557","SKT","Suisun Marsh",2023,2,0,0,"Spring"
"1558","SKT","Suisun Marsh",2023,3,0,0,"Spring"
"1559","SKT","Suisun Marsh",2023,4,0,0,"Spring"
"1560","SKT","Suisun Marsh",2023,5,0,0,"Spring"
"1561","SKT",NA,2010,1,0.000104264950147615,11,"Spring"
"1562","SKT",NA,2010,2,0.000117746287314051,17,"Spring"
"1563","SKT",NA,2010,3,0.000655075426252432,64,"Spring"
"1564","SKT",NA,2010,4,0.000892453979630907,116,"Spring"
"1565","SKT",NA,2010,5,2.06149257192802e-05,4,"Spring"
"1566","SKT",NA,2011,1,0.00120317822696532,137,"Spring"
"1567","SKT",NA,2011,2,0.000444780282234776,52,"Spring"
"1568","SKT",NA,2011,3,9.92816502502528e-05,14,"Spring"
"1569","SKT",NA,2011,4,0.000401236105197207,51,"Spring"
"1570","SKT",NA,2011,5,0.000156881979886174,21,"Spring"
"1571","SKT",NA,2012,1,0.0012521474936704,161,"Spring"
"1572","SKT",NA,2012,2,0.0007476082564798,94,"Spring"
"1573","SKT",NA,2012,3,0.00243535612007917,281,"Spring"
"1574","SKT",NA,2012,4,0.000522817009118764,95,"Spring"
"1575","SKT",NA,2012,5,0.00102085413240118,99,"Spring"
"1576","SKT",NA,2013,1,0.000481744376566829,64,"Spring"
"1577","SKT",NA,2013,2,0.000660290525712321,79,"Spring"
"1578","SKT",NA,2013,3,0.000338144517032588,38,"Spring"
"1579","SKT",NA,2013,4,3.7297436787782e-05,13,"Spring"
"1580","SKT",NA,2013,5,8.70786645392002e-05,7,"Spring"
"1581","SKT",NA,2014,1,0.000143876463288336,32,"Spring"
"1582","SKT",NA,2014,2,0.000102418933353389,17,"Spring"
"1583","SKT",NA,2014,3,0.000316382017578954,61,"Spring"
"1584","SKT",NA,2014,4,0.000139860438662865,31,"Spring"
"1585","SKT",NA,2014,5,0.000125047131270853,26,"Spring"
"1586","SKT",NA,2014,12,2.62342494162876e-05,8,"Fall"
"1587","SKT",NA,2015,1,9.40096509474862e-05,11,"Spring"
"1588","SKT",NA,2015,2,8.14980873551192e-05,20,"Spring"
"1589","SKT",NA,2015,3,1.66696643906554e-05,2,"Spring"
"1590","SKT",NA,2015,4,4.01501128693601e-06,1,"Spring"
"1591","SKT",NA,2015,5,4.27110892397765e-05,8,"Spring"
"1592","SKT",NA,2015,12,0,0,"Fall"
"1593","SKT",NA,2016,1,9.46007158704566e-06,2,"Spring"
"1594","SKT",NA,2016,2,2.4838361189088e-05,4,"Spring"
"1595","SKT",NA,2016,3,2.3844405979877e-05,6,"Spring"
"1596","SKT",NA,2016,4,8.2128366191999e-05,13,"Spring"
"1597","SKT",NA,2016,5,0.000169701425805648,23,"Spring"
"1598","SKT",NA,2016,12,2.35164497949346e-05,5,"Fall"
"1599","SKT",NA,2017,1,0.000124107083350015,16,"Spring"
"1600","SKT",NA,2017,2,3.13413958598197e-05,4,"Spring"
"1601","SKT",NA,2017,3,4.43060349687046e-05,7,"Spring"
"1602","SKT",NA,2017,4,2.46473124691958e-05,4,"Spring"
"1603","SKT",NA,2017,5,0,0,"Spring"
"1604","SKT",NA,2017,12,0,0,"Fall"
"1605","SKT",NA,2018,1,0,0,"Spring"
"1606","SKT",NA,2018,2,0,0,"Spring"
"1607","SKT",NA,2018,3,4.86815401614389e-06,1,"Spring"
"1608","SKT",NA,2018,4,0,0,"Spring"
"1609","SKT",NA,2018,5,7.30241759765046e-06,1,"Spring"
"1610","SKT",NA,2018,12,0,0,"Fall"
"1611","SKT",NA,2019,1,0,0,"Spring"
"1612","SKT",NA,2019,2,9.83065780442873e-06,1,"Spring"
"1613","SKT",NA,2019,3,0,0,"Spring"
"1614","SKT",NA,2019,4,0,0,"Spring"
"1615","SKT",NA,2019,5,0,0,"Spring"
"1616","SKT",NA,2019,12,0,0,"Fall"
"1617","SKT",NA,2020,1,0,0,"Spring"
"1618","SKT",NA,2020,2,0,0,"Spring"
"1619","SKT",NA,2020,3,0,0,"Spring"
"1620","SKT",NA,2021,1,0,0,"Spring"
"1621","SKT",NA,2021,2,0,0,"Spring"
"1622","SKT",NA,2021,3,0,0,"Spring"
"1623","SKT",NA,2021,4,0,0,"Spring"
"1624","SKT",NA,2022,1,0,0,"Spring"
"1625","SKT",NA,2022,2,0,0,"Spring"
"1626","SKT",NA,2022,3,1.09916675790212e-05,2,"Spring"
"1627","SKT",NA,2022,4,4.17254570809883e-06,1,"Spring"
"1628","SKT",NA,2022,5,0,0,"Spring"
"1629","SKT",NA,2023,1,0,0,"Spring"
"1630","SKT",NA,2023,2,3.87300084779111e-06,1,"Spring"
"1631","SKT",NA,2023,3,1.05004303807122e-05,2,"Spring"
"1632","SKT",NA,2023,4,0,0,"Spring"
"1633","SKT",NA,2023,5,0,0,"Spring"
"1634","STN","Grizzly Bay",2010,6,0.00293521907578945,6,"Summer"
"1635","STN","Grizzly Bay",2010,7,0.00325585303904816,23,"Summer"
"1636","STN","Grizzly Bay",2010,8,0.000217563241365006,1,"Summer"
"1637","STN","Grizzly Bay",2011,6,0.00916569676899248,44,"Summer"
"1638","STN","Grizzly Bay",2011,7,0.0475197163399248,209,"Summer"
"1639","STN","Grizzly Bay",2011,8,0.0032999947652995,20,"Summer"
"1640","STN","Grizzly Bay",2012,6,0,0,"Summer"
"1641","STN","Grizzly Bay",2012,7,0.000923014412461754,5,"Summer"
"1642","STN","Grizzly Bay",2012,8,0.000198515091787351,1,"Summer"
"1643","STN","Grizzly Bay",2013,6,0,0,"Summer"
"1644","STN","Grizzly Bay",2013,7,0.00129612737016876,6,"Summer"
"1645","STN","Grizzly Bay",2013,8,0.000796566293043338,4,"Summer"
"1646","STN","Grizzly Bay",2014,6,0,0,"Summer"
"1647","STN","Grizzly Bay",2014,7,0.00112249890645003,8,"Summer"
"1648","STN","Grizzly Bay",2014,8,0.000470595680303804,1,"Summer"
"1649","STN","Grizzly Bay",2015,6,0,0,"Summer"
"1650","STN","Grizzly Bay",2015,7,0.000247968432075289,2,"Summer"
"1651","STN","Grizzly Bay",2015,8,0,0,"Summer"
"1652","STN","Grizzly Bay",2016,6,0,0,"Summer"
"1653","STN","Grizzly Bay",2016,7,0,0,"Summer"
"1654","STN","Grizzly Bay",2016,8,0.000221534937133179,1,"Summer"
"1655","STN","Grizzly Bay",2017,6,0.00091965156019339,4,"Summer"
"1656","STN","Grizzly Bay",2017,7,0.00114504628521482,5,"Summer"
"1657","STN","Grizzly Bay",2017,8,0.00244999627963056,14,"Summer"
"1658","STN","Grizzly Bay",2018,6,0,0,"Summer"
"1659","STN","Grizzly Bay",2018,7,0,0,"Summer"
"1660","STN","Grizzly Bay",2018,8,0,0,"Summer"
"1661","STN","Grizzly Bay",2019,6,0,0,"Summer"
"1662","STN","Grizzly Bay",2019,7,0,0,"Summer"
"1663","STN","Grizzly Bay",2019,8,0,0,"Summer"
"1664","STN","Grizzly Bay",2020,6,0,0,"Summer"
"1665","STN","Grizzly Bay",2020,7,0,0,"Summer"
"1666","STN","Grizzly Bay",2020,8,0,0,"Summer"
"1667","STN","Grizzly Bay",2021,6,0,0,"Summer"
"1668","STN","Grizzly Bay",2021,7,0,0,"Summer"
"1669","STN","Grizzly Bay",2021,8,0,0,"Summer"
"1670","STN","Grizzly Bay",2022,6,0,0,"Summer"
"1671","STN","Grizzly Bay",2022,7,0,0,"Summer"
"1672","STN","Grizzly Bay",2022,8,0,0,"Summer"
"1673","STN","Grizzly Bay",2023,6,0,0,"Summer"
"1674","STN","Grizzly Bay",2023,7,0,0,"Summer"
"1675","STN","Grizzly Bay",2023,8,0,0,"Summer"
"1676","STN","River",2010,6,0.000267741964153961,4,"Summer"
"1677","STN","River",2010,7,0.000116658771182113,2,"Summer"
"1678","STN","River",2010,8,0.000129456746130696,3,"Summer"
"1679","STN","River",2011,6,0.000210394051505587,3,"Summer"
"1680","STN","River",2011,7,4.97124081427839e-05,1,"Summer"
"1681","STN","River",2011,8,0.00022668630765355,4,"Summer"
"1682","STN","River",2012,6,0.000350197532860733,8,"Summer"
"1683","STN","River",2012,7,0.00129352038127102,26,"Summer"
"1684","STN","River",2012,8,9.46091884864339e-05,2,"Summer"
"1685","STN","River",2013,6,0.000536073467539203,10,"Summer"
"1686","STN","River",2013,7,5.66378379342086e-05,1,"Summer"
"1687","STN","River",2013,8,5.33597399194641e-05,1,"Summer"
"1688","STN","River",2014,6,0.000716035781332037,23,"Summer"
"1689","STN","River",2014,7,0.000444263884668654,9,"Summer"
"1690","STN","River",2014,8,0.000754181516057842,7,"Summer"
"1691","STN","River",2015,6,3.39051605395775e-05,1,"Summer"
"1692","STN","River",2015,7,0,0,"Summer"
"1693","STN","River",2015,8,0,0,"Summer"
"1694","STN","River",2016,6,0,0,"Summer"
"1695","STN","River",2016,7,0,0,"Summer"
"1696","STN","River",2016,8,0,0,"Summer"
"1697","STN","River",2017,6,0,0,"Summer"
"1698","STN","River",2017,7,5.88016236453512e-05,1,"Summer"
"1699","STN","River",2017,8,0,0,"Summer"
"1700","STN","River",2018,6,0,0,"Summer"
"1701","STN","River",2018,7,0,0,"Summer"
"1702","STN","River",2018,8,0,0,"Summer"
"1703","STN","River",2019,6,0,0,"Summer"
"1704","STN","River",2019,7,0,0,"Summer"
"1705","STN","River",2019,8,0,0,"Summer"
"1706","STN","River",2020,6,0,0,"Summer"
"1707","STN","River",2020,7,0,0,"Summer"
"1708","STN","River",2020,8,0,0,"Summer"
"1709","STN","River",2021,6,0,0,"Summer"
"1710","STN","River",2021,7,0,0,"Summer"
"1711","STN","River",2021,8,0,0,"Summer"
"1712","STN","River",2022,6,0,0,"Summer"
"1713","STN","River",2022,7,0,0,"Summer"
"1714","STN","River",2022,8,0,0,"Summer"
"1715","STN","River",2023,6,0,0,"Summer"
"1716","STN","River",2023,7,0,0,"Summer"
"1717","STN","River",2023,8,0,0,"Summer"
"1718","STN","Suisun Bay",2010,6,0.00170909507266818,23,"Summer"
"1719","STN","Suisun Bay",2010,7,0.0037604760144746,50,"Summer"
"1720","STN","Suisun Bay",2010,8,0.00378509113581368,63,"Summer"
"1721","STN","Suisun Bay",2011,6,0.000366424982120648,6,"Summer"
"1722","STN","Suisun Bay",2011,7,0.000760738160509574,11,"Summer"
"1723","STN","Suisun Bay",2011,8,0.00174388659169201,26,"Summer"
"1724","STN","Suisun Bay",2012,6,0,0,"Summer"
"1725","STN","Suisun Bay",2012,7,0.000117408831705104,2,"Summer"
"1726","STN","Suisun Bay",2012,8,0.000181964259034745,3,"Summer"
"1727","STN","Suisun Bay",2013,6,6.7663261985351e-05,1,"Summer"
"1728","STN","Suisun Bay",2013,7,0.00260322275937639,45,"Summer"
"1729","STN","Suisun Bay",2013,8,0.000137097644822343,2,"Summer"
"1730","STN","Suisun Bay",2014,6,0,0,"Summer"
"1731","STN","Suisun Bay",2014,7,0,0,"Summer"
"1732","STN","Suisun Bay",2014,8,0,0,"Summer"
"1733","STN","Suisun Bay",2015,6,0,0,"Summer"
"1734","STN","Suisun Bay",2015,7,0,0,"Summer"
"1735","STN","Suisun Bay",2015,8,0,0,"Summer"
"1736","STN","Suisun Bay",2016,6,0,0,"Summer"
"1737","STN","Suisun Bay",2016,7,0,0,"Summer"
"1738","STN","Suisun Bay",2016,8,0,0,"Summer"
"1739","STN","Suisun Bay",2017,6,0,0,"Summer"
"1740","STN","Suisun Bay",2017,7,6.37210751853542e-05,1,"Summer"
"1741","STN","Suisun Bay",2017,8,6.41319477042293e-05,1,"Summer"
"1742","STN","Suisun Bay",2018,6,0,0,"Summer"
"1743","STN","Suisun Bay",2018,7,0,0,"Summer"
"1744","STN","Suisun Bay",2018,8,0,0,"Summer"
"1745","STN","Suisun Bay",2019,6,0,0,"Summer"
"1746","STN","Suisun Bay",2019,7,0,0,"Summer"
"1747","STN","Suisun Bay",2019,8,0,0,"Summer"
"1748","STN","Suisun Bay",2020,6,0,0,"Summer"
"1749","STN","Suisun Bay",2020,7,0,0,"Summer"
"1750","STN","Suisun Bay",2020,8,0,0,"Summer"
"1751","STN","Suisun Bay",2021,6,0,0,"Summer"
"1752","STN","Suisun Bay",2021,7,0,0,"Summer"
"1753","STN","Suisun Bay",2021,8,0,0,"Summer"
"1754","STN","Suisun Bay",2022,6,0,0,"Summer"
"1755","STN","Suisun Bay",2022,7,0,0,"Summer"
"1756","STN","Suisun Bay",2022,8,0,0,"Summer"
"1757","STN","Suisun Bay",2023,6,0,0,"Summer"
"1758","STN","Suisun Bay",2023,7,0,0,"Summer"
"1759","STN","Suisun Bay",2023,8,0,0,"Summer"
"1760","STN","Suisun Marsh",2010,6,0.000611520145670495,5,"Summer"
"1761","STN","Suisun Marsh",2010,7,0.000119149271409313,3,"Summer"
"1762","STN","Suisun Marsh",2010,8,0.000271809865566645,5,"Summer"
"1763","STN","Suisun Marsh",2011,6,0.00332147746563188,56,"Summer"
"1764","STN","Suisun Marsh",2011,7,0.00021751355099751,4,"Summer"
"1765","STN","Suisun Marsh",2011,8,0.000562789430349611,9,"Summer"
"1766","STN","Suisun Marsh",2012,6,0.000694749945515322,12,"Summer"
"1767","STN","Suisun Marsh",2012,7,0.000473460073544265,8,"Summer"
